URL,Source Code,Project Description,How its Made
https://ethglobal.com/showcase/undegen-finance-ym8tt,https://github.com/pcarranzav/undegen-contracts,"Our project tackles the challenge that many users face in building and balancing an optimal portfolio aligned with their risk tolerance, particularly those outside the U.S. who lack access to traditional investment options. Inspired by The Missing Billionaires by James White and Victor Haghani, we address common mistakes investors make when assessing risk, which often leads to poor financial outcomes.","We're streamlining the onboarding process by using Dynamic, which allows users to sign up using just their email. In the background, this creates an embedded wallet, offering a seamless experience without the complexity of traditional wallet setup. We're also generating a Safe smart wallet for each user. This wallet enables account abstraction, which lets us send transactions and handle gas fees on behalf of the user, enhancing usability."
https://ethglobal.com/showcase/aextend-6e2df,https://github.com/VatsaDev/ethglobalhack,"The Project uses a series of AI agents to Mimic your skills, to make the model much better than it was at that skill, which also make it better than leading models at that skill while still being a mid-tier model. We first feed an AI model some documents you might have, it makes conclusions, which show us its thinking process and what its learning. From there you can edit that according to what you need it to be then test it with that takeaway/thought-process, then tweak it, and repeat the cycle till what you have is the perfect one. From there use it on real life projects.","This project was made with my favorite fullstack setup, Sveltekit+Firebase, Then I used the Google GenAI api and its Model Gemini 1.5 for the very long very fast AI capabilities. From there I also used the Clip model to measure text similarity, and I used @Coinbase's wallets for all the transactions between my agents. Overall everything connects in the front end, but I had to make a key operation into a backend part and now its really clean+open source jump point for AI agents"
https://ethglobal.com/showcase/swipa-meme-zucyg,https://github.com/thatguyintech/swipa,"We're bringing memecoins to the masses, using a familiar touch: the swipe ✔️",The project is a PWA that aims to abstract as much of the boring and difficult web3 elements of crypto away from users so that they can focus on the fun of curating and rating memes for points.
https://ethglobal.com/showcase/crypto-carbon-alerts-gus4z,https://github.com/CarbonSustain/ethglobalsf,"The background of this project is deeply rooted in sustainability, especially in the context of upcoming regulations like California's SB 253 and SB 261, which require companies to report on their carbon emissions across Scope 1, 2, and 3. These regulations, along with growing pressures from big tech companies like Amazon and Apple, are pushing corporations to be more transparent about their emissions and take action to reduce them.
To achieve net-zero emissions, these companies will need to purchase carbon offsets that compensate for the emissions they can't eliminate. However, there is currently a dearth of high-quality carbon credits, and the process of purchasing and managing them can be cumbersome.
The Role of Blockchain:
Blockchain offers a promising solution by enabling dramatic transparency in carbon credit transactions. It allows companies to seamlessly purchase and retire carbon credits, ensuring that these credits are verifiable and traceable. The application your team built aims to address this need by fractionalizing a variety of carbon credits into a single composite token, reducing friction for companies seeking to offset emissions across various projects related to their operations.
Single Token for Multiple Projects:
Companies often want to offset their carbon footprint by investing in a variety of projects such as:","Our team of three UC Berkeley students built for EthGlobal SF integrates several advanced technologies to create a unique solution for tracking and broadcasting crypto carbon credit movements.
Overview:
The project is a React-based application that leverages Alchemy, Ethereum smart contracts, Toucan Protocol, The Graph, and XMTP for decentralized carbon credit tracking. The purpose of this application is to allow users to authenticate, monitor, and interact with carbon credit transactions on the blockchain, broadcasting real-time updates to a Telegram bot for easy tracking.
Detailed Components:"
https://ethglobal.com/showcase/pintswap-70ayj,https://github.com/ewitulsk/PintSwap,"Our project is the first decentralized exchange (DEX) built on Essential Blockchain, which operates using a declarative programming model. Essential allows state updates driven by constraints and solvers, optimizing outcomes without requiring direct transaction execution.
We dedicated significant time to developing and open-sourcing a TypeScript framework for Essential Blockchain, as no such framework existed before. This tool allows other developers to build applications on Essential using JavaScript/TypeScript, significantly lowering the barrier to entry for the ecosystem. In addition, we created a rigorous testing framework that helped us master contract syntax. Due to the limited resources and documentation available, we frequently worked with Essential’s development team in Australia to troubleshoot issues and deepen our understanding of the chain and its capabilities.","Building the first decentralized exchange (DEX) on Essential Blockchain was a deeply technical and challenging process, particularly because Essential is a declarative blockchain, and most tooling traditionally supports imperative blockchains. Since Essential only supported Rust, we had to innovate to make the blockchain more accessible to a broader developer audience."
https://ethglobal.com/showcase/superpass-z2esk,https://github.com/amirhyoussefi/supersecurepass,Passman allows AI powered swipe based authentication to prevent lost or stolen passwords. The application allows database encryption and decryption using AI powered signature recognition preventing the possibility of stolen pass codes and persists on the blockchain to prevent code from becoming lost or forgotten. The server runs on a secure hardware TEE component.,"This project utilizes SIGN for encryption and decryption, Lit for database management, WALRUS for storage and PHALA for for a secure server. It uses AI image recognition and analysis to verify that the signature belongs to the user and can be used conveniently from either a mobile app or web browser."
https://ethglobal.com/showcase/dehack-vepwo,https://github.com/Chaitenyag/DeHack,"A blazing fast cross-chain bridge utilizing account abstraction across all EVM chains offers a seamless and efficient way to transfer assets. By enabling instant transactions and automating processes through smart contract wallets, users can enjoy a streamlined experience without the complexities of traditional cross-chain methods. This bridge optimizes gas fees and enhances security with additional measures like multi-signatures. Ultimately, it promotes improved liquidity and universal compatibility, making it a vital tool for the evolving DeFi ecosystem.","A blazing fast cross-chain bridge utilizing account abstraction across all EVM chains offers a seamless and efficient way to transfer assets. By enabling instant transactions and automating processes through smart contract wallets, users can enjoy a streamlined experience without the complexities of traditional cross-chain methods. This bridge optimizes gas fees and enhances security with additional measures like multi-signatures. Ultimately, it promotes improved liquidity and universal compatibility, making it a vital tool for the evolving DeFi ecosystem."
https://ethglobal.com/showcase/pumproyale-vdz5o,https://github.com/gkarthi280/hackathon_project/,"In PumpRoyale users across the globe can stake any amount of USDC across recurring global competitions. At random times during the competition a user is prompted to record themselves completing a basic fitness activity within 10 minutes of being prompted. Those who successfully completed the physical activity within the time frame will have their stake returned while those that fail will lose their stake which will form a losers pool. Upon the completion of every game, there will be a random select few of people that completed the fitness activity and will be awarded a distribution of the losers pool. Not only is the physical challenge relatively simple, but as the user base increases, the potential reward becomes exponentially larger.","This project uses smart contracts to hold the stake from the users entering the competition, as well as refunding, and distributing the money from the loser pool amongst some randomly selected winners that completed their physical exercise. We built our frontend in React.js and our backend in Node.js. The reason why deploying this as a web3 application is advantageous is because these type of incentives fitness apps have been built on web2, however with payment processors like Stripe taking a 2.5% fee and receiving so many refund requests, Stripe actually blocked the company. With web3 we can avoid this problem since everything is handled on chain."
https://ethglobal.com/showcase/curvy-vjk7e,https://github.com/MarcusWentz/eth-sf-2024,"Custom Curve Custom Curve Custom Curve Custom Curve Custom Curve
Custom Curve Custom Curve Custom Curve Custom Curve Custom Curve
Custom Curve Custom Curve Custom Curve Custom Curve Custom Curve
Custom Curve Custom Curve Custom Curve Custom Curve Custom Curve
Custom Curve Custom Curve Custom Curve Custom Curve Custom Curve","Solidity Desmos prb-math Solidity Desmos prb-math Solidity Desmos prb-math
Solidity Desmos prb-math Solidity Desmos prb-math Solidity Desmos prb-math
Solidity Desmos prb-math Solidity Desmos prb-math Solidity Desmos prb-math
Solidity Desmos prb-math Solidity Desmos prb-math Solidity Desmos prb-math
Solidity Desmos prb-math Solidity Desmos prb-math Solidity Desmos prb-math"
https://ethglobal.com/showcase/helloacai-hbeet,https://github.com/helloacai/helloacai,Current Generalized AI helps with suggestions but doesn’t actually help save execution time. AI lacks the ability to take the appropriate action based on the request.,ACI Registry: Agent Collaboration Interface Registry: On-Chain Registry of Agents indexed via Subgraph
https://ethglobal.com/showcase/smolkol-v4sy5,https://github.com/stanleyjzheng/smolkol,I would encourage you watch the pitch!,SmolKOL has a few multiple parts:
https://ethglobal.com/showcase/spatio-6ikch,https://github.com/harshalmadnani/spatio,"Spatio is your ultimate consumer app for retail traders which is a chat assistant that has access to real time crypto, crypto news, macro economic news and your portfolio data, not only that but you can also ask it to send others money and trade and swap assets making it the easiest onboarding tool to your ecosystem","We are using groq llama 8b as our base llm while using different functions utilising mobula APIs which helps us fetch the MarketData, metadata and price history of any token, portfolio details and historical networth of your wallet whereas crypto panic for news and zero hedge for macroeconomic data and are asking it to generate code to solve the users query, while we are using dynamic’s inbuilt functions for transferring and are using LiFi widget for cross swaps"
https://ethglobal.com/showcase/bam-protocol-mg10y,https://github.com/githubotoro/BAM,"Our Project consists of two main components, the BAM protocol, and the BAM portal. The BAM Protocol is a novel primitive which allows for any off chain action, that can be proven to have happened.","Our project is designed to facilitate the incentivization of off-chain actions, while still supporting on-chain actions through traditional mechanisms. We achieved this by implementing a fork of the Royco protocol, which provides a solid foundation for managing incentives and verification processes."
https://ethglobal.com/showcase/archivault-46nts,https://github.com/elyiagrace/Archivault,"Users can instantly create new record entries by simply taking a photo of an object. This feature eliminates the need for manual data entry, making it incredibly easy to start building a comprehensive digital catalog.","As students new to web3 development, we chose React as our frontend framework. This allowed us to break down our complex UI into manageable pieces for photo capture, AI analysis, and collection management. We focused on creating a minimum viable product where a user could create an entry based on an uploaded photo and then enter information into predefined fields."
https://ethglobal.com/showcase/ipfi-strategy-kxcda,https://github.com/wanasim/ipfi-strategy,"Create your own trading strategies in UniSwap, and tokenize them via Story as IP assets to allow other users to remix or mimic your trades. Users can use different defi concepts to create their strategies including limit orders, liquidity pools with customized fees and pairs, concentrated liquidity, etc.","still figuring it out. UniSwap v4's documentation is limited, and this is also my first time leveraging the protocol amongst other things so the learning curve was a little steep. I did not get a chance to even integrate with story protocol unfortunately. Nothing notable for this submission unfortunately, but learned more about UniSwap overall."
https://ethglobal.com/showcase/refy-ppy1t,https://github.com/Parth59/ReFy,RewardFy is a next-gen rewards system designed to boost customer engagement for retail businesses. It works by offering easy to use loyalty point-earning and gift redemption experiences.,© 2024 ETHGlobal. All rights reserved.
https://ethglobal.com/showcase/anon-therapy-sjjk0,https://github.com/Cryptonomic/anonTherapy,Still waiting for that bull cycle to arrive? Still getting rugged by influencers while your cousin at Deloitte bought their third Stanley cup? Terrified that this Thanksgiving your uncle is going to ask you about those memecoins you were talking about last year? Afraid your whole life was just a zero interest rate phenomenon?,Anon Therapy combines LLMs with blockchain technology to deliver and anonymous and secure product.
https://ethglobal.com/showcase/tokentally-pceqb,https://github.com/aismael234/Token-Tally,"Token Tally is a decentralized hackathon judging platform that gives judges a set amount of tokens to allocate across multiple projects as they see fit. After the judging round concludes, the tokens and any prize earnings are automatically distributed to team members using a smart contract and Circles programmable wallet, based on pre-determined allocation percentages. Powered by the Flow blockchain, Token Tally ensures transparent, fair, and automated reward distribution.",we used Flow and Circle build on node.js we used Flow and Circle build on node.js we used Flow and Circle build on node.js we used Flow and Circle build on node.js we used Flow and Circle build on node.js we used Flow and Circle build on node.js we used Flow and Circle build on node.js
https://ethglobal.com/showcase/stake2meet-9c8do,https://github.com/TheWeb3Attorney/Stake2Meet.,"Stake2Meet is a time-respecting tool built for professionals, leveraging blockchain technology to minimize no-shows in scheduled meetings. Using TypeScript and Solidity, it operates by having participants stake a small amount of ETH before they can book a meeting on your calendar. If they attend, the ETH is refunded; if not, you keep it, compensating for lost time. The platform utilizes Next.js for the frontend, Hardhat, and integrates RainbowKit for seamless wallet connections. Ideal for consultants and professionals, and just about anyone that values their time. Stake2Meet reduces spammed, non-committed bookings and ensures your time is valued. Ideal for consultants and professionals, and just about anyone that values their time. It reduces spammed, non-committed bookings and ensures your time is valued.","Next.js for the frontend to make everything fast and responsive. For the blockchain side, it relies on Hardhat to deploy and manage Ethereum smart contracts. And to handle wallet connections,  integrated RainbowKit so users can easily connect and stake ETH."
https://ethglobal.com/showcase/daosaster-ngboi,https://github.com/soma9574/daosaster-response,"In disasters where traditional communication and coordination fail, our project introduces a decentralized, autonomous disaster response system leveraging AI agents, drones, and blockchain technology. We deploy a network of AI agents—global, regional, and local—that continuously monitor environments for signs of disasters. Upon detecting an event, these agents collaborate through a blockchain-based consensus mechanism to confirm the disaster, collect data, and coordinate responses.","Our project is constructed by seamlessly integrating a suite of advanced technologies to establish a decentralized, autonomous disaster response system. The initial phase involves data collection from local and global agents using drones that survey and gather crucial information from disaster-stricken areas. This data—which includes high-resolution video files and photographs—is stored on Walrus, a platform adept at handling large file sizes efficiently."
https://ethglobal.com/showcase/permissionless-gpt4-h8oyg,https://github.com/vkleban/teegpt/,Ever been banned by OpenAI or Anthropic? Not anymore!,"In this project, I integrate TLS Notary into the AWS Nitro Enclave and enhance the Nitro remote attestation process to provide additional guarantees for all parties involved."
https://ethglobal.com/showcase/picfable-bzitq,https://github.com/sergical/eth-global-sf-2024,"PicFable is an image licensing hub powered by the blockchain. Similar to websites like Unsplash and Shutterstock, PicFable creates an easy way for people to discover and license images for various uses. PicFable’s advantages come from its blockchain based architecture, which ensures data availability, transparency, and the ability to allow users to opt-in to being used for AI model training",We built this project on the Story Protocol using the Registration and Licensing modules allowing users to register their IP and assign licensing ensuring that they maintain control over their work. A user logs in through Dynamic with a Web2 like onboarding experience reducing friction. Photos are uploaded and stored on Walrus which allows the user to break their reliance on centralized systems. We then register the image on Story and assign a license as chosen by the user. Finally ENS URLs are created showcasing items available in a gallery view allowing users to create personalized pages.
https://ethglobal.com/showcase/found-in-translation-rxyws,https://github.com/Prachi1615/FoundInTranslation,"FoundInTranslation is a decentralised system for real time language translations using open-sourced AI wearables, a perfect marriage between AI and blockchain technology, our elegant attempt to do language transcriptions on the fly. It has a pay as you go model where a user can refill their transcription credits, and allows the user to log in with their EVM-compatible wallet and choose from several target and destination languages. Great for tourist travels, learning new languages with international friends, or watching your favourite foreign films with loved ones.","This project utilizes Dynamic for onchain signup mechanism which also utilises Phala's TEE. After a user logs in and authenticates with the preferred wallet, we ask the user to choose a language in which they prefer the translation. We have deployed a smart contract on Polygon for our ERC20 token, which will be utilised by our consumers. The user speaks into the AI wearable Omi and the transcription is sent to the phala AI  agent which in turn does the translation depending on the user's translation language preference, which is further used to convert the translated text to audio in the UI running on next.js."
https://ethglobal.com/showcase/archiv3-183kk,https://github.com/hlauinfo/archiv3,Documentaries are more popular than ever. Almost 50% of Americans continuously stream docs across all major video channels. Netflix is expected to spend over $1.5 billion on documentary and non-scripted content by next year.,Product is built on top of Story. Front-end is done through Scaffold ETH. Walrus is used for metadata and asset storage.
https://ethglobal.com/showcase/eth-movie-voting-msbpq,https://github.com/alexhaeringer/ETHGlobal-SF24,"The ETH Movie Database is a decentralized web application designed to let users rank and vote on movies in a transparent and secure manner. Built as a user-centric platform, it allows users to connect their Ethereum wallet using MetaMask and cast votes on a curated list of movies. The votes are recorded directly on the Ethereum blockchain, ensuring immutability and preventing tampering or manipulation.","The ETH Movie Database is developed using React for the frontend, enabling a dynamic and responsive user interface. It integrates with the Ethereum blockchain using the ethers.js library for Web3 interactions. The application relies on MetaMask as the Ethereum provider, allowing users to securely connect their wallets and interact with the smart contract."
https://ethglobal.com/showcase/gameverse-h8w91,https://github.com/keshramamurthy/gameverse-ethsf/,"This project combines XMTP messaging and on-chain data storage to implement a currency-based game and auctioning system. Users can solve web3 trivia questions, run commands, be active in group chats to earn coins, and compete with each other by stealing coins from each other and competing to be the top coin holder on the leaderboard. All of these coins are stored on-chain on the SKALE Network, and can be traded for NFTs, collectibles and other tokens.","The development of this project included using Converse's MessageKit framework to develop a chatbot interface. A particularly interesting part of the implementation was designing a custom message handler, as well as editing the source code of the MessageKit framework itself to allow bots to read all messages in group chats so that this handler could extend the existing command framework provided. Some other interesting applications were to create a MessageCollector class that would allow for the bot to ""listen"" to messages in response to a command, without needing for any advanced state-tracking or caching mechanism. This was done using Node.JS' in-built EventEmitter mechanism and event loops."
https://ethglobal.com/showcase/polymarketanalytics-vt1dm,https://github.com/HighDom/polymarket_analysis_v1,"Our project provides an analytics tool for Polymarket users. Polymarket does not allow users to view the complete trade history of an account, which limits their ability to analyze performance and strategies. We address this limitation by using subgraphs/substreams to fetch all trades made by any account on Polymarket. This enables users to:","We built Polymarket Analytics using Scaffold-ETH-2 as our foundational template, which streamlined our setup process."
https://ethglobal.com/showcase/snapsafe-oa3mv,https://github.com/AllenAJ/SnapSafe,"SnapSafe is the ultimate privacy-focused screenshot app. It empowers users to securely capture, edit, and organize screenshots without worrying about unauthorized access or data leaks. With advanced features like OCR for text extraction, decentralized storage, and a cross-platform dashboard, SnapSafe offers a seamless experience for managing images, all while ensuring your privacy is the top priority. In a world of growing data concerns, SnapSafe is the go-to solution for anyone seeking the perfect balance between functionality and security.","We use IPFS/Walrus for storage. And we use SKALE/FLOW/MORPH to manage directory.
We use Electron to make the app fully cross-platform compatible, and after uploading the screenshots, it gets stored as directory in the chain."
https://ethglobal.com/showcase/autosplit-dr6oj,https://github.com/MarouaBoudoukha/AutoSplit,"AutoSplit is a decentralized application designed to simplify expense sharing and debt management among friends, colleagues, and groups. AutoSplit automates the entire process by allowing users to create groups, add participants, shared expenses, and set personalized debt thresholds. When a member's debt surpasses the limit set by the payer, the app automatically sends a notification with a secure payment link, eliminating the need for awkward conversations. Leveraging Sign Protocol, each expense generates a verifiable attestation sent via XMTP, ensuring transactions are secure and trustworthy. With real-time balance tracking and secure in-app messaging, AutoSplit fosters transparency and accountability, making shared finances seamless and stress-free.","AutoSplit is built on the Skale Network, chosen for its zero gas fees, high throughput, and EVM compatibility, which are essential for handling numerous daily microtransactions cost-effectively. The frontend is developed using React with TypeScript to ensure a user-friendly and scalable interface. Smart contracts written in Solidity manage group creation, expense tracking, and debt thresholds, seamlessly interacting with the Skale blockchain. Integration with Sign Protocol allows each expense to generate secure, verifiable attestations sent via XMTP, enabling automated and trustworthy notifications. By combining Skale's robust infrastructure with Sign Protocol's security features, AutoSplit delivers a reliable and intuitive solution for managing shared expenses and repayments without the complexities of traditional Web3 applications."
https://ethglobal.com/showcase/my-own-words-9uap2,https://github.com/emmanasseri/my-own-words,my-own-words is a browser extension organizing the provenance and nuance of ideas on the Story Network.,"This project uses Pinata and IPFS for storage of text files, Polygon for tokenization of these files' content IDs, and Story SDK for registering these NFTs onchain with licensing terms."
https://ethglobal.com/showcase/left-curve-simulator-zzzqa,https://github.com/arrudagates/leftcurve,"Buying memecoins is hard, that's why we built left curve simulator! With LCS even the dumbest left curve can buy memecoins with virtually no difficulties or strategy. LCS is a dex where users press one button and automatically purchase 3 silly memecoins at random. To decrease friction, we are utilizing unlimit crypto to allow users to onramp with debit or credit card, and start transacting with Ethereum. After they onramp, they just need to determine how much money they want to ape into memecoins. Once they decide they click generate and 3 random tokens are chosen, and purchased. To make sure only quality tokens are generated we filter tokens by minimum TVL of $5k, and have transactions which occurred within 24 hours. We also are passing the data through AI to make sure only tokens with silly names are chosen.",tbdddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddeddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddeddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddeddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddeddddddddddddddddddddddddddddddddddd
https://ethglobal.com/showcase/ip-infinity-mnkym,https://github.com/edi3on/ip-infinity,"IP-Landers is a project that brings NFTs to life by creating an interactive game experience combining digital IP assets with an immersive world. The process begins when users input their ENS. Their NFTs are each processed and categorized by AI, getting transformed into game objects like characters or equipment. Each game object is assigned stats that reflect the floor price and its traits. These assets are then implemented into a procedurally generated game world built in Unreal Engine, providing an engaging and dynamic environment. The project's unique feature is the story's IP database, which allows users to share their NFT worlds and contribute to them with their own distinct characters and stories.","IP-Landers was built using AI models, blockchain integration, and game development tools. Meta's Llama 3.2 vision model analyzes the NFT images, generating text descriptions that are categorized by the DeBERTa zero-shot classification model, sorting them into different types of objects. Unreal Engine powers the game, featuring procedurally generated landscapes and dungeons for a dynamic experience. Story Protocol's platform allows collaborative creativity without IP disputes. We implemented a unique solution to link NFT metadata to playable Unreal Engine assets."
https://ethglobal.com/showcase/zk-wallet-tnmaq,https://github.com/altyni86/Eth_Global_Submit,"ZK Wallet uses ZK to mask signatures both offchain and onchain and verifiable proof that the signature exists, drastically improving wallet accounts security against phishing and other malicious attacks. Morever, ZK powered proofs improve authorization flow within smart contracts, that increases safety and controls undesired outcomes directly. Within this project I show:","I use:
ZK-EVM - Risc 0
Backend - Rust
GPU acceleration - Bonsai
FrontEnd - TypeScript
Contracts - Solidity
Essentially FrontEnd acts as a wallet and interacts with Backend through REST API to send and receive proofs. Backend connected to ZKVM as host to query proofs and verifications. FrontEnd also interacts with Contracts to verify proofs within Contract context."
https://ethglobal.com/showcase/exercisetee-qepxo,https://github.com/renchuqiao/tee-exercise,© 2024 ETHGlobal. All rights reserved.,© 2024 ETHGlobal. All rights reserved.
https://ethglobal.com/showcase/quantum-gate-7btoa,https://github.com/jackieeth/quantumgate-ethglobalsf2024,"NFT liquidity has gone to BTC Ordinals. What if we have ways to bring the liquidity back to the EVM ecosystem? This is an experimental project for showcasing EVM smart contract calls inside BTC Ordinals inscriptions. A MetaMask user visits a Quantum Gate inscription page and switches to a full-screen mode. S/he clicks on the ""unlock"" button and connects a wallet. The inscription prompts the user to sign a human-readable message and submit that signature to an EVM smart contract. The contract got called successfully and more EVM utilities were unlocked on Quantum Gate's BTC inscriptions.","BTC Inscriptions are mostly html-based. BTC inscription are placed in a sandbox environment so that no external server calls are allowed. However, wallets such as MetaMask are injecting codes through web browsers. This provides an opportunity to place smart contract calls within BTC inscriptions."
https://ethglobal.com/showcase/power-agents-djqmb,https://github.com/builders-garden/power-agents,"Power Agents is a collection of AI agents that you can spawn and chat with in an XMTP Group Chat. These agents are powered by Brian and leverage the CDP SDK to have their own wallets and funds to operate on behalf of the user. Each agent when it's created receives a poweragents.eth ENS subdomain, so that the user can easily remember it's handle when creating a new group chat, or when chatting with it outside of a group.
Within the group chat, you can chat with your agents and make them perform tasks. We developed the following Agents:",This projects uses the following technologies:
https://ethglobal.com/showcase/essence-vault-dmrve,https://github.com/esphene/eth-global-sf-2024,"Essence Vault is a multisig (multi-signature) wallet built on the Essential blockchain, leveraging the platform’s declarative smart contract system to provide a secure, transparent, and efficient way to manage funds collectively. Multisig wallets require a predefined number of signatories (wallet holders) to approve any outgoing transaction, providing enhanced security and decentralized control over funds.","Essence Vault was built using Pint for the smart contract, which simplifies logic by focusing on what needs to happen, ensuring security and reducing vulnerabilities. The frontend is written in Rust for performance and safety, leveraging WebAssembly for smooth cross-platform execution. Partnering with Essential allowed us to leverage declarative blockchain design."
https://ethglobal.com/showcase/tipjar-789zv,https://github.com/deapinkme/ETHGlobalSF24/tree/main/demo,"The Tip Jar is a decentralized application (DApp) built on the Ethereum blockchain, utilizing the SKALE network for gasless transactions. This platform allows users to send and receive tips in a user-friendly manner while contributing to a communal jar that encourages community support.","Blockchain: Ethereum (via SKALE for gas-free transactions)
Smart Contracts: Solidity for managing the tip jar and communal jar logic
Frontend: Simple web app (HTML/CSS/JavaScript) with Metamask SDK integration
Backend (optional): If you want to store extra user data or logs off-chain, you can use a server (e.g., Node.js, Express) or a decentralized storage solution like IPFS
Deployment: SKALE network for Ethereum"
https://ethglobal.com/showcase/pinnect-j3531,https://github.com/AnnieTianyuHuang/ethSF24-proj,"Pinnect is an innovative open-world co-creation platform that revolutionizes how people interact with and conceive storytelling. It allows users to place their narratives within specific geographic locations on a virtual map, linking ideas and expanding upon existing tales contributed by others. This digital ecosystem supports a vibrant community of creators, from writers and artists to thinkers, who wish to leave their mark on a shared, evolving narrative landscape.","Technology Stack:
Frontend: Built with Swift for a native iOS experience, ensuring a smooth and intuitive user interface tailored for mobile devices.
Backend: The backend runs on Node.js, utilizing Express.js for API management, which orchestrates interactions between the frontend, the database, and the blockchain components."
https://ethglobal.com/showcase/junlend-58snu,https://github.com/jun1on/junlend,"JunLend features a simple one-click migration that guarantees better yield and liquidation protection. JunLend pools everyone's positions together. So if I'm borrowing USDC and you're supplying USDC, you can use your USDC to pay off my debt. In this pool, we match users' deposits/borrows to create win-win situations that boost the underlying yield efficiency. This also boosts the global health factor, creating this buffer for liquidations. Instead of AAVE liquidating you, JunLend would liquidate you through a fair Dutch auction that lets you keep the MEV surplus. JunLend will support many lending protocols and many different chains. It's strictly better to use JunLend over the vanilla option.",The smart contracts use Uniswap v4 to flashloan so it can migrate a user's borrow position. Liquidations are handled with a Uniswap hook that lets users buy the capital in exchange for the debt. Chronicle powers the oracle for internal liquidations. The frontend is built with next.js and wagmi. Testing was done through Foundry.
https://ethglobal.com/showcase/root4-fun-uubnf,https://github.com/shadowfaz16/root.fun.git,"ROOT4.FUN is a memecoin launchpad built within the Rootstock (RSK) ecosystem, designed to make creating, buying, and selling memecoins as easy and accessible as possible. Our platform takes inspiration from projects like Pump.fun, but adds significant innovations to improve the user experience and functionality, with a focus on community-driven memecoins.","Rootstock
We built the project on Rootstock . This gives us the stability and security of Bitcoin, while being EVM-compatible.
we built a contract that has 4 main functions, Create, Buy, Sell and once the bonding curve selected is reached it will be listed into decentralized exchanges."
https://ethglobal.com/showcase/thelottery-jy2xa,https://github.com/TonioSnowden/TheLottery,"TheLottery is an innovative decentralized application that brings the excitement of lottery games to the blockchain world. Built with React and and Web3 technologies, this project offers a seamless and engaging user experience for participants across multiple blockchain networks.","Cross-chain Compatibility: Utilizing LayerZero technology, users can purchase tickets from any supported blockchain, expanding accessibility and liquidity across networks."
https://ethglobal.com/showcase/deeptrust-eth-6rv0v,https://github.com/Jackmin801/DeepTrust.eth,The future will undoubtedly rely heavily on AI-powered applications and insights. But how can we ensure that the individuals or enterprises providing us with these models are trustworthy and credible?,We primarily used two key technologies to achieve this solution:
https://ethglobal.com/showcase/hoshi-xzzxj,https://github.com/limrik/hoshi,Web2 social media apps are flawed.,"To detect Copyright Infringement, we develop a proprietary AI pipeline to not only find the media and text that are similar in nature to the new post but also detect the specific location with the highest similarity."
https://ethglobal.com/showcase/bulletpay-rsx64,https://github.com/Bullet-Pay/bulletpay_service,BulletPay utilizes Pre Consensus Gateway and One Time Topup technologies to enable blockchain-native payments.,We use Solidity to build smart contracts and Python to develop the backend.
https://ethglobal.com/showcase/tradealerts-43gav,https://github.com/wojtczyk/tradealerts,"This project is a social network crypto investors and interest groups.
It uses xmtp to timely deliver market signals based on a given policy.
E.g. relay buy or sell signals for crypto currencies.
The signals themselves are generated by a separate backend application that ties into Coinbase to access market data.","This project uses MessageKit by xmtp to deliver trade alerts to subscribed users or interest groups.
It is prototyped with MessageKit and connects to a backend using CDK by Coinbase.
We will try to host the application on Walrus.
Three components play together:"
https://ethglobal.com/showcase/nftap-z0740,https://github.com/danielliuzy/nftapp,"This projects aims to verify and create memories based on irl connections easily by allowing users to exchange their ENS information by bumping their phones together. Afterwards, an NFT is minted to verify the meeting, where the image of the NFT makes use of the ENS avatars as well as the location, weather and time of day to generate an image that captures the vibe of the meeting. Afterwards, users can view their minted memories on-chain, and share them with friends and family","This project uses React Native for the front end and NodeJS with WebSockets as the communication protocol between the FE and BE. We use Dynamic to allow users to sign up easily and ENS for sharing of personal information such as avatar and name information. For generating the NFT images, we use GenAI to generate unique images based on location data, weather data, time of day and ENS avatars. We decided to deploy and mint our NFT collection on the Polygon chain for its high speed and low transaction fees, meaning we are able to airdrop to users, saving them time and fees."
https://ethglobal.com/showcase/shared-trading-mzh4z,https://github.com/NathanMaton/ethglobalhack,Only got part of the project complete this hackathon!,Neon VM to use EVM to deploy to Solana + a react app for interacting with the deployed contracts on the Neon VM testnet.
https://ethglobal.com/showcase/internet-astronaut-sq7ik,https://github.com/anton-io/ethglobal-internet-astronaut,"By leveraging blockchain technology and Web3, this Internet Astronaut lottery is fully transparent, easy to participate in, and accessible to anyone around the world.","The objective of this project was to create a simple, end-to-end solution with minimal dependencies and low complexity, ensuring it is easy to understand, adapt, and extend."
